order,tag,text,startTime,duration,endTime,anchorSource
112,116_scout_missed_threat,A scout who sees too little endangers the band.,345.85,3.83,349.68,whisper
113,117_scout_imagined_monster,A scout who imagines too much does the same.,349.68,2.59,352.27,whisper
114,118_scout_delivering_truth,What the job requires is exact truth delivered without drama.,352.27,5.62,357.89,whisper
115,119_scout_inner_tremble,You are not yet calm about it.,357.89,1.57,359.46,whisper
116,120_scout_steady_voice,Your voice holds when you report,359.46,2.73,362.19,whisper
117,121_still_hands,but your hands do not.,362.19,1.84,364.03,whisper
118,122_daret_watching,Daret watches your hands when you speak.,364.03,2.8,366.83,whisper
119,123_catching_gaze,You see him doing it.,366.83,1.62,368.45,whisper
120,124_working_hands,You start working on the hands.,368.45,3.9,372.35,whisper
121,125_night_circle,You are twenty and you have your first real position in the night circle.,372.35,6.55,378.9,whisper
122,126_eastern_post,The eastern post,378.9,0.57,379.47,whisper
123,127_river_treeline,facing the tree line where the river bends out of sight.,379.47,4.27,383.74,whisper
124,128_back_to_fire,You sit with your back to the fire so your eyes can adjust fully to the dark beyond the camp’s edge.,383.74,5.65,389.39,whisper
125,129_warmth_and_cold,The fire’s warmth is on your back and the night’s cold is on your face.,389.39,4.73,394.12,whisper
126,130_discomfort_point,The discomfort is the point.,394.12,2.2,396.32,whisper
127,131_drifting_guard,It keeps you from drifting.,396.32,1.88,398.2,whisper
128,132_guarding_stretch,You guard your stretch,398.2,1.36,399.56,whisper
129,133_wake_man,wake the next man,399.56,1.16,400.72,whisper
130,134_exhausted_sleep,sleep.,400.72,1.06,401.78,whisper
131,135_three_hours,Three hours at most before you are back up.,401.78,2.89,404.67,whisper
132,136_nightly_rotation,This runs every night,404.67,1.98,406.65,whisper
133,137_harsh_weather,no matter the weather.,406.65,1.16,407.81,whisper
134,138_cracking_ice,On the coldest nights when the river ice cracks and carries those sounds through the valley,407.81,4.7,412.51,whisper
135,139_restless_tribe,nobody sleeps deep and nobody sleeps long.,412.51,3.62,416.13,whisper
136,140_sudden_alertness,The body does not wait for the mind to decide if a sound is worth waking for.,416.13,4.97,421.1,whisper
137,141_night_listening,Night is not quiet.,421.1,2.13,423.23,whisper
138,142_noisy_void,It is full of noise,423.23,1.94,425.17,whisper
139,143_meaningless_noises,almost all of it meaningless.,425.17,2.5,427.67,whisper
140,144_howling_wind,Wind.,427.67,1.41,429.08,whisper
141,145_scurrying_creature,Small animals.,429.08,1.85,430.93,whisper
142,146_fire_settling,The fire settling.,430.93,1.71,432.64,whisper
143,147_frozen_branches,Branches pulling tight in the cold.,432.64,2.51,435.15,whisper
144,148_breathing_clan,Sleeping people breathing.,435.15,2.07,437.22,whisper
145,149_month_rotation,You spend your second month in rotation learning to separate the sounds that matter from the enormous volume that do not.,437.22,7.92,445.14,whisper
146,150_listening_intent,You are not listening for a sound.,445.14,1.785,446.925,whisper
147,151_scout_listening_void,You are listening for the absence of one.,446.925,4.105,451.03,whisper
148,152_frozen_brush_mice,When the brush mice stop moving through dry leaves,451.03,2.535,453.565,whisper
149,153_something_stopped_them,something stopped them.,453.565,2.295,455.86,whisper
150,154_silent_night_birds,When the night birds cut off mid-call,455.86,1.97,457.83,whisper
151,155_predator_passing_under,something passed under them.,457.83,2.04,459.87,whisper
152,156_scout_deep_realization,These gaps tell you more than any loud noise could.,459.87,3.5,463.37,whisper
153,157_scout_nervous_reflection,You get it wrong twice in your first season.,463.37,2.72,466.09,whisper
154,158_scout_false_alert,The first time you raise an alert for a branch dropping from a snow-loaded tree.,466.09,4.79,470.88,whisper
155,159_camp_standing_alert,The whole camp stands up and it takes several minutes to settle.,470.88,3.61,474.49,whisper
156,160_camp_forgiveness,Nobody is angry with you.,474.49,2.25,476.74,whisper
157,161_waste_chest,But the waste of it stays in your chest,476.74,2.56,479.3,whisper
158,162_false_alarm_burn,the specific burn of a false alarm,479.3,2.26,481.56,whisper
159,163_not_carrying_feeling,and you do not want to carry that feeling again.,481.56,2.77,484.33,whisper
160,164_waiting_too_long,The second time you wait too long.,484.33,2.65,486.98,whisper
161,165_talking_out_trust,You hear the interruption and you talk yourself out of trusting it.,486.98,3.93,490.91,whisper
162,166_dire_wolf_perimeter,The threat is a lone dire wolf testing the perimeter,490.91,3.86,494.77,whisper
163,167_smell_of_butchery,drawn by the smell of the previous day’s butchering.,494.77,3.2,497.97,whisper
164,168_daret_thrown_stone,Daret spots it from his post and turns it back with a thrown stone before it gets close.,497.97,5.57,503.54,whisper
165,169_daret_meets_scout,He finds you at your post afterward.,503.54,2.64,506.18,whisper
166,170_daret_speaks,He tells you one thing,506.18,1.79,507.97,whisper
167,171_scout_carrying_load,and you never stop carrying it.,507.97,2.48,510.45,whisper
168,172_body_instinct_grip,The body knows before the mind agrees.,510.45,3.01,513.46,whisper
169,173_broken_track_pattern,When something in you says a pattern has broken,513.46,3.3,516.76,whisper
170,174_enough_standing_tall,that is enough.,516.76,1.61,518.37,whisper
171,175_stepping_into_void,Stop waiting for your mind to finish arguing.,518.37,6.02,524.39,whisper
172,176_twenty_six_scout,You are twenty-six.,524.39,3.7,528.09,whisper
173,177_leading_in_darkness,Fear no longer leads when you move in darkness.,528.09,3.39,531.48,whisper
174,178_fear_running_alongside,It runs alongside you now,531.48,1.89,533.37,whisper
175,179_not_in_charge,present but not in charge.,533.37,2.29,535.66,whisper
176,180_late_autumn_transformation,The night that changes you comes in late autumn.,535.66,3.25,538.91,whisper
177,181_aurochs_drive,Your group drives a small aurochs herd toward a valley narrowing,538.91,3.91,542.82,whisper
178,182_breaking_aurochs,and three animals break sideways into the trees instead of funneling through.,542.82,4.79,547.61,whisper
179,183_chasing_hunters,Two hunters go after them.,547.61,2.3,549.91,whisper
180,184_mc_running,You are one.,549.91,1.07,550.98,whisper
181,185_yaro_running,The other is Yaro,550.98,3.2,554.18,whisper
182,186_yaro_age,thirty years old,554.18,1.38,555.56,whisper
183,187_composed_yaro,the most composed man on any hunt you have been on.,555.56,3.48,559.04,whisper
184,188_fading_light,The light is going fast.,559.04,2.41,561.45,whisper
185,189_heavy_timber,You push through the tree line into heavier timber and the animals are already gone ahead of you into the dark.,561.45,5.6,567.05,whisper
186,190_yaro_signal,Yaro signals to stop.,567.05,2.1,569.15,whisper
187,191_both_still,You both go still.,569.15,1.325,570.475,whisper
188,192_scout_listening,You listen.,570.475,0.595,571.07,whisper
189,193_low_ground,What you hear instead of aurochs is something low and close to the ground.,571.07,6.2,577.27,whisper
190,194_breathing_tension,A breathing that belongs to neither of you.,577.27,2.89,580.16,whisper
191,195_unseen_woods,You cannot locate it in the trees.,580.16,2.06,582.22,whisper
192,196_main_frozen,You do not move.,582.22,1.39,583.61,whisper
193,197_yaro_still,Yaro does not move.,583.61,2.25,585.86,whisper
194,198_stopped_breathing,The breathing stops.,585.86,1.94,587.8,whisper
195,199_three_seconds,Three seconds.,587.8,1.74,589.54,whisper
196,200_yaro_shifts,Then Yaro shifts his weight back,589.54,2.605,592.145,whisper
197,201_stealthy_footstep,one foot at a time,592.145,1.205,593.35,whisper
198,202_mirroring_scout,and you mirror him exactly.,593.35,2.48,595.83,whisper
199,203_backward_retreat,You walk backward out of the forest with your spear forward and your free hand trailing behind you to feel for the tree line.,595.83,7.03,602.86,whisper
200,204_meadow_run,You reach the open meadow and you both run,602.86,3.32,606.18,whisper
201,205_instinctual_flight,not deciding to run,606.18,1.5,607.68,whisper
202,206_scouts_sprinting,just running.,607.68,1.09,608.77,whisper
203,207_reporting_to_leader,You return to the main group and report.,608.77,2.53,611.3,whisper
204,208_leader_decision,The hunt leader listens and sends nobody back.,611.3,2.87,614.17,whisper
205,209_empty_meadow,The aurochs are gone.,614.17,1.77,615.94,whisper
206,210_ominous_timber,Whatever shared that timber with you was not worth finding.,615.94,3.37,619.31,whisper
207,211_hearth_reflection,That night by the fire you think about the three seconds after the breathing stopped.,619.31,4.27,623.58,whisper
208,212_watching_eyes,Something in the dark assessed you and made a decision.,623.58,3.19,626.77,whisper
209,213_pensive_stare,You do not know what it decided or why.,626.77,2.24,629.01,whisper
210,214_solitary_fire,You only know you are at the fire because whatever it was let you leave.,629.01,5.49,634.5,whisper
211,215_spear_grip,That is a different kind of knowledge than anything you were taught.,634.5,3.88,638.38,whisper
212,216_chest_revelation,It does not sit in the same place.,638.38,2.85,641.23,whisper
213,217_still_silence,You get quieter after that.,641.23,1.79,643.02,whisper
214,218_upright_posture,"Not afraid, but rearranged inside.",643.02,3.2,646.22,whisper
215,219_starry_void,You understand that surviving is not only about what you do.,646.22,4.4,650.62,whisper
216,220_lethal_gap,There is a space between your action and something else’s action,650.62,3.83,654.45,whisper
217,221_skill_removes,and in that space lives an element that no amount of skill removes entirely.,654.45,4.88,659.33,whisper
218,222_long_silence,You do not say this to anyone for a long time.,659.33,3.22,662.55,whisper
219,223_carrying_weight,You carry it.,662.55,1.78,664.33,whisper
220,224_thirty_three,You are thirty-three.,664.33,3.14,667.47,whisper
221,225_night_scouts,You lead the night scouts now.,667.47,3.71,671.18,whisper
222,226_four_scouts,Four of them besides yourself,671.18,2.125,673.305,whisper
223,227_scout_ages,ranging from seventeen to twenty-four.,673.305,2.245,675.55,whisper
224,228_informal_bond,They are not yours in any formal sense.,675.55,3.03,678.58,whisper
225,229_no_formal_sense,There is no formal sense here.,678.58,2.41,680.99,whisper
226,230_slowing_pace,But when you slow,680.99,1.065,682.055,whisper
227,231_slowing_pace,they slow.,682.055,0.685,682.74,whisper
228,232_sudden_halt,"When you stop, they stop.",682.74,2.55,685.29,whisper
229,233_firelight_speech,When you speak at the fire before a hard night,685.29,4.1,689.39,whisper
230,234_focused_attention,their attention is different from what they give anyone else.,689.39,3.5,692.89,whisper
231,235_unasked_burden,You did not ask for this.,692.89,2.06,694.95,whisper
232,236_uncertain_start,You are not sure when it started.,694.95,2.1,697.05,whisper
233,237_heavy_weight,The weight of it is not the same as the fear from your younger years.,697.05,4.24,701.29,whisper
234,238_youthful_fear,That fear was about your own body.,701.29,2.22,703.51,whisper
235,239_internal_burden,This sits differently.,703.51,1.85,705.36,whisper
236,240_tribal_survival,It is about theirs.,705.36,1.83,707.19,whisper
237,241_fen_young_scout,Your youngest scout is Fen.,707.19,2.92,710.11,whisper
238,242_fen_excited_run,He has the instincts but his feet carry his excitement on runs.,710.11,4.34,714.45,whisper
239,243_fen_too_quick,"Too quick, consistently.",714.45,1.9,716.35,whisper
240,244_elder_watching_fen,You watch him for two full seasons and say almost nothing.,716.35,3.56,719.91,whisper
241,245_seasonal_contrast,You let him see the contrast.,719.91,2.02,721.93,whisper
242,246_elder_speaks_plainly,Then one evening before a run you tell him plainly,721.93,3.03,724.96,whisper
243,247_danger_lesson,slow is not about the danger being less.,724.96,2.77,727.73,whisper
244,248_stealthy_movement,Slow is about being harder to detect.,727.73,3.29,731.02,whisper
245,249_fast_after_decision,Fast is for after the decision has already been made.,731.02,3.64,734.66,whisper
246,250_before_the_moment,Before that moment,734.66,1.25,735.91,whisper
247,251_main_focused_observation,slow is the sharpest thing you have.,735.91,2.17,738.08,whisper
248,252_fen_slowing_run,On the next run he slows.,738.08,1.94,740.02,whisper
249,253_fen_measured_movement,Not completely.,740.02,1.42,741.44,whisper
250,254_main_observing_fen,But you can see it.,741.44,1.69,743.13,whisper
251,255_daret_hand_on_shoulder,You remember Daret’s hand on your shoulder over the dropped torch.,743.13,4.25,747.38,whisper
252,256_korik_stopping_in_dark,You remember Korik stopping half a step after you in the dark,747.38,3.72,751.1,whisper
253,257_wordless_confirmation_scent,that wordless confirmation that your nose had caught something real.,751.1,4.04,755.14,whisper
254,258_main_contemplative_ridge,The things that kept you alive were not only your own choices.,755.14,4.39,759.53,whisper
255,259_mentors_around_hearth,They were built into you by people who made room for you to learn without killing your willingness to try.,759.53,6.33,765.86,whisper
256,260_main_teaching_fen,You try to build that same room for Fen.,765.86,2.86,768.72,whisper
257,261_weary_leader,You do not always manage it.,768.72,1.88,770.6,whisper
258,262_stern_warning,Some nights the danger is too close and you have to be hard with them in ways you regret by the time you are sitting at the fire watching their faces.,770.6,8.62,779.22,whisper
259,263_temporary_dawn,Every dawn is temporary.,779.22,1.73,780.95,whisper
260,264_feeding_fire,The dark comes back the same way your mother fed the fire,780.95,4.63,785.58,whisper
261,265_unending_dark,"without announcement, without end.",785.58,4.75,790.33,whisper
262,266_forty_one_burden,You are forty-one.,790.33,3.86,794.19,whisper
263,267_leader_of_children,There are children here who have never known a night where someone other than you was the person the adults looked to when something moved at the perimeter.,794.19,9.19,803.38,whisper
264,268_morning_visitor,That reaches you one morning when a girl of about nine walks to you at the fire’s edge,803.38,5.15,808.53,whisper
265,269_gift_of_meat,puts a piece of dried meat in your hand,808.53,1.75,810.28,whisper
266,270_silent_departure,and walks away without any explanation.,810.28,2.47,812.75,whisper
267,271_holding_meat,You hold the meat and understand you have become something this group has no simple word for.,812.75,5.21,817.96,whisper
268,272_hunched_back,Your back has decades stored in it.,817.96,2.35,820.31,whisper
269,273_cold_grass,Long crouches in cold grass.,820.31,2.31,822.62,whisper
270,274_stillness_ache,The particular ache of held stillness.,822.62,3.22,825.84,whisper
271,275_morning_knees,Your knees announce themselves on cold mornings before you are fully awake.,825.84,4.63,830.47,whisper
272,276_not_old,You are not old by some measures.,830.47,2.63,833.1,whisper
273,277_night_body,But you are old the way that twenty years of moving at night makes a body old.,833.1,4.98,838.08,whisper
274,278_faster_men,There are faster men now.,838.08,1.9,839.98,whisper
275,279_sharper_ears,There are scouts with sharper ears.,839.98,2.29,842.27,whisper
276,280_saying_so,You say so.,842.27,1.23,843.5,whisper
277,281_hearth_counsel,You tell Fen,843.5,1.33,844.83,whisper
278,282_fen_leading,twenty-five now and leading runs you no longer go on,844.83,3.51,848.34,whisper
279,283_fen_keen_ears,that his ears are better than yours in the birch stands.,848.34,3.48,851.82,whisper
280,284_fen_modesty,He takes it as modesty at first.,851.82,2.54,854.36,whisper
281,285_elder_seriousness,You explain that it is not.,854.36,2.18,856.54,whisper
282,286_fact_to_act,It is a fact he needs to act on,856.54,2.66,859.2,whisper
283,287_growing_responsibility,and acting on it correctly means his responsibility at night is larger than it was,859.2,5.24,864.44,whisper
284,288_not_smaller,not smaller.,864.44,0.95,865.39,whisper
285,289_winter_predator_breach,A predator gets through the western perimeter on a winter night and kills one of the youngest members of the band before anyone can reach the site.,865.39,7.47,872.86,whisper
286,290_tragic_aftermath,The child is barely four years old.,872.86,2.58,875.44,whisper
287,291_eastern_post,You are at the eastern post.,875.44,2.16,877.6,whisper
288,292_distant_attack,The attack comes from the direction that is not yours.,877.6,3.4,881,whisper
289,293_sitting_brooding,You sit with that for a long time.,881,2.21,883.21,whisper
290,294_intense_thought,You go back through every decision of that night.,883.21,2.9,886.11,whisper
291,295_defensive_positioning,The positioning was right.,886.11,2.26,888.37,whisper
292,296_orderly_rotations,The rotations were right.,888.37,1.74,890.11,whisper
293,297_standard_arrangement,The arrangement was what it has always been.,890.11,2.7,892.81,whisper
294,298_heavy_burden,None of that lifts the weight.,892.81,2.2,895.01,whisper
295,299_realization_moment,What you arrive at,895.01,1.52,896.53,whisper
296,300_night_gap,"eventually, is that you can build the best structure knowledge and experience allow and the night will still find the gap that structure cannot close.",896.53,8.62,905.15,whisper
297,301_hearth_reflection,Accepting that without it hollowing out your readiness is harder than any technique you have ever learned.,905.15,6.27,911.42,whisper
298,302_night_sprint,Harder than any night run in open ground.,911.42,3.09,914.51,whisper
299,303_rebuilding_shelter,You rebuild.,914.51,1.56,916.07,whisper
300,304_closing_gap,You add a post that covers the gap the night found.,916.07,3.11,919.18,whisper
301,305_carrying_grief,You do not put down the grief.,919.18,2.13,921.31,whisper
302,306_flint_knapping,You carry it alongside everything else and you keep working.,921.31,5.66,926.97,whisper
303,307_forty_nine_years,You are forty-nine.,926.97,4.43,931.4,whisper
304,308_scouts_leading,Three of your old scouts lead their own groups now in different parts of the territory.,931.4,4.85,936.25,whisper
305,309_wide_river_meeting,When the bands come together at the seasonal meeting place by the wide river,936.25,3.84,940.09,whisper
306,310_scouts_at_fire,those men find you at the fire,940.09,1.59,941.68,whisper
307,311_quiet_hearth_talk,"sit close, and the talk moves between ordinary things and the kind of talk that only happens between people who have shared a particular kind of night.",941.68,9.22,950.9,whisper
308,312_fen_scouts_introduction,Fen brings two young scouts to you at the gathering.,950.9,3.54,954.44,whisper
309,313_fen_silent_gaze,He does not ask you to teach them anything.,954.44,2.7,957.14,whisper
310,314_scouts_settle_down,He places them near you and you understand what he is asking.,957.14,4.39,961.53,whisper
311,315_observing_over_time,You watch the two of them over several evenings.,961.53,2.92,964.45,whisper
312,316_scout_instinct_fear,One has good instincts but is afraid of fear,964.45,2.85,967.3,whisper
313,317_sharpening_bone_tool,which is the worst combination you know.,967.3,2,969.3,whisper
314,318_scout_on_ridge,The fear itself is not the problem.,969.3,2.61,971.91,whisper
315,319_eye_reflection_awareness,Fear is information.,971.91,2.35,974.26,whisper
316,320_body_warning_signal,The problem is what happens when the body’s warning triggers a second signal that overrides the first.,974.26,5.91,980.17,whisper
317,321_hearth_counsel,That young man needs to understand that the tightness in his chest before a hard night is not a sign of weakness arriving.,980.17,6.71,986.88,whisper
318,322_body_readiness,It is the body getting ready.,986.88,1.92,988.8,whisper
319,323_direct_speech,You tell him directly because he is young enough that direct still works.,988.8,4.3,993.1,whisper
320,324_youth_realization,You see it take in his face.,993.1,2.05,995.15,whisper
321,325_contrasting_student,The other one is nearly the opposite.,995.15,3,998.15,whisper
322,326_careless_ease,She moves into dark terrain with an ease that looks like calm but is actually the absence of proper attention.,998.15,7.09,1005.24,whisper
323,327_perimeter_lesson,You take her to the perimeter edge one evening and ask her to stand still and report what she notices.,1005.24,6.51,1011.75,whisper
324,328_obvious_sights,At first she reports the obvious.,1011.75,2.85,1014.6,whisper
325,329_patient_silence,You wait.,1014.6,1.32,1015.92,whisper
326,330_finer_observations,The reports get finer.,1015.92,1.9,1017.82,whisper
327,331_scent_at_slope,A smell change at the base of a slope.,1017.82,2.83,1020.65,whisper
328,332_fading_sound,A sound she had not consciously registered until it was gone.,1020.65,4.16,1024.81,whisper
329,333_passing_knowledge,You tell her that.,1024.81,1.69,1026.5,whisper
330,334_internal_noticing,That second kind of noticing.,1026.5,2.08,1028.58,whisper
331,335_tracking_skill,That is where the whole skill lives.,1028.58,2.99,1031.57,whisper
332,336_uncertain_mentorship,You are not certain you gave either of them what they needed.,1031.57,3.74,1035.31,whisper
333,337_mutual_exchange,You were not certain Daret and Korik gave you everything you needed.,1035.31,4.17,1039.48,whisper
334,338_final_gift,You gave what you had.,1039.48,2.08,1041.56,whisper
