# FA FIDELITY REFERENCE — NOT a production behavioral target.
# Source: measure-forced-alignment-hf.py (transformers Wav2Vec2ForCTC, jonatasgrosman/wav2vec2-large-xlsr-53-english), run with pad-sec=3.0 and neighbour-midpoint windowing (align_segment's floor_bound/ceil_bound clamp) — this is MEASUREMENT convention, chosen to keep one segment's alignment window from bleeding into a neighbour's real speech during this measurement pass.
# R.4 (sync-pipeline-v2-plan.md) specifies PAD_BASE 0.75s for production. The audit that led to R.4 traced the midpoint-clamp windowing strategy used here to five documented failures on gapless corpora (docs/history.md) — this baseline's windowing is NOT what production should do.
# Therefore: this is a FIDELITY reference for the Rust jonatasgrosman/ONNX/Viterbi port to reproduce this model's own achievable output on this input, NOT a behavioral target for what Apply Sync should commit. Do not wire this baseline's numbers into a production-timing comparison.
# R-Q REGENERATION (docs/work-in-progress.md, this session): this fixture previously used torchaudio's MMS_FA bundle (CC-BY-NC-4.0, barred from shipping by Decision 3). It has been regenerated here against jonatasgrosman/wav2vec2-large-xlsr-53-english (Apache-2.0) — the actual model family production ships — resolving R-Q's stated obligation. The prior MMS-FA capture's own numbers are superseded; retrieve them from git history if a historical comparison is ever needed.
# This baseline captures the FIRST run of this HF-harness/jonatasgrosman pairing against these three projects' committed segments — there is nothing to diff it against yet; this run establishes the reference.
# Production ships jonatasgrosman/wav2vec2-large-xlsr-53-{en,es,fr,de,pt}, with per-language CTC vocabs of 33 (en) / 41 (es) / 59 (fr) / 38 (de) / 46 (pt) symbols.
# This fixture IS now a valid reference for text normalization and vocab coverage too (unlike its MMS-FA predecessor), since it uses the real shipping model's own alphabet — though it still measures via transformers/torchaudio's forced_align, not this repo's own Rust Viterbi port; the Rust port's own fidelity is independently verified by fa-onnx-emission-*.json/fa-e2e-alignment-*.json (zero-tolerance parity, Slices D2/D4), which this fixture does not replace or duplicate.
seg,text,startSec,endSec,score
7,do,23.913,23.993,0.9995
7,not,24.053,24.154,0.9996
7,know,24.194,24.335,0.9961
7,what,24.355,24.456,0.9661
7,it,24.516,24.556,0.9997
7,is.,24.617,24.778,0.9998
8,You,25.501,25.602,0.9649
8,only,25.763,25.943,0.9999
8,know,26.004,26.124,0.9956
8,the,26.184,26.265,0.9971
8,sound,26.325,26.526,0.9466
8,is,26.606,26.667,0.95
8,large,26.747,27.129,1.0
9,it,27.775,27.835,0.9999
9,is,27.876,27.957,0.9999
9,close,28.038,28.464,1.0
10,and,29.211,29.291,0.9999
10,the,29.331,29.412,0.9979
10,fire,29.492,29.873,0.9106
10,is,29.993,30.053,0.9997
10,the,30.114,30.194,0.9999
10,only,30.414,30.615,1.0
10,reason,30.675,30.936,0.9098
10,you,30.996,31.076,1.0
10,are,31.137,31.217,0.9988
10,not,31.257,31.397,0.9999
10,screaming.,31.457,31.879,0.988
11,The,32.724,32.805,0.9999
11,sound,32.866,33.148,1.0
11,stops.,33.33,33.734,0.9999
12,The,34.802,34.863,0.9994
12,night,34.943,35.104,1.0
12,goes,35.164,35.325,1.0
12,quiet.,35.406,35.767,0.9998
13,Your,36.712,36.833,0.9997
13,chest,36.914,37.175,0.9738
13,is,37.256,37.316,1.0
13,tight,37.376,37.638,0.9983
13,in,37.819,37.879,0.9986
13,a,37.96,37.98,0.9348
13,way,38.0,38.141,0.9945
13,you,38.181,38.281,0.9841
13,have,38.322,38.462,0.9996
13,no,38.563,38.664,0.9999
13,word,38.764,38.945,1.0
13,for.,39.006,39.166,1.0
14,Your,40.313,40.433,0.9778
14,mother,40.513,40.714,1.0
14,does,40.795,40.935,0.999
14,not,40.976,41.116,0.9998
14,look,41.177,41.317,0.9999
14,up.,41.438,41.558,1.0
15,She,42.342,42.483,1.0
15,feeds,42.603,42.905,0.9999
15,the,42.965,43.046,0.9858
15,fire,43.086,43.367,0.9709
15,another,43.468,43.729,1.0
15,stick,43.789,44.051,0.9998
15,without,44.292,44.573,0.9984
15,turning,44.614,44.875,0.9984
15,her,44.915,45.016,0.9999
15,head.,45.076,45.297,0.9922
16,That,46.442,46.603,0.9981
16,stillness,46.683,47.125,1.0
16,tells,47.165,47.386,0.9999
16,you,47.446,47.527,1.0
16,something.,47.567,47.929,0.9939
17,She,48.732,48.972,0.9999
17,has,49.053,49.173,0.9793
17,been,49.213,49.354,1.0
17,listening,49.394,49.775,0.9987
17,the,50.056,50.157,0.9948
17,whole,50.237,50.458,1.0
17,time.,50.538,50.799,1.0
18,You,51.501,51.602,0.9998
18,watch,51.662,51.903,0.9929
18,her,51.923,52.023,0.9932
18,face,52.083,52.405,0.9635
18,and,53.047,53.127,0.9998
18,you,53.147,53.248,0.9995
18,learn,53.328,53.509,0.997
18,your,53.569,53.669,0.9993
18,first,53.75,54.011,0.9999
18,lesson,54.091,54.392,1.0
18,without,54.653,54.934,0.9248
18,a,54.994,55.014,0.9997
18,word,55.074,55.275,1.0
18,being,55.356,55.536,1.0
18,spoken.,55.617,55.978,0.9783
19,The,57.083,57.184,0.9988
19,darkness,57.244,57.627,0.999
19,past,57.687,57.949,0.9999
19,the,57.989,58.069,0.9849
19,firelight,58.11,58.613,0.9979
19,is,58.693,58.774,0.9864
19,not,58.834,58.995,1.0
19,empty.,59.096,59.358,1.0
20,It,60.163,60.224,0.9996
20,has,60.264,60.385,0.9999
20,weight.,60.506,60.768,1.0
21,The,61.351,61.431,0.9924
21,fire,61.512,61.873,0.9987
21,is,61.934,61.994,0.9925
21,the,62.054,62.134,0.9992
21,line,62.195,62.416,0.9999
21,between,62.476,62.777,0.9751
21,you,62.858,63.058,1.0
21,and,63.48,63.54,0.9997
21,whatever,63.601,63.902,0.9992
21,lives,64.002,64.203,0.9886
21,on,64.264,64.304,0.9998
21,the,64.344,64.424,0.9477
21,other,64.484,64.645,0.9964
21,side,64.705,64.906,1.0
21,of,64.967,65.007,0.9993
21,it.,65.067,65.147,0.9999
22,You,66.435,66.536,0.995
22,fall,66.597,66.798,1.0
22,asleep,66.879,67.201,0.9998
22,against,67.262,67.504,0.9942
22,her,67.564,67.685,0.9973
22,side,67.766,68.028,1.0
23,one,68.751,68.852,1.0
23,hand,68.932,69.253,1.0
23,on,69.333,69.373,0.9999
23,the,69.413,69.493,0.9999
23,warm,69.574,69.774,0.9997
23,stones,69.854,70.276,0.9145
23,ringing,70.536,70.797,0.9995
23,the,70.837,70.917,1.0
23,hearth.,70.957,71.258,0.9987
24,You,72.506,72.607,1.0
24,dream,72.708,73.031,1.0
24,about,73.092,73.294,0.9388
24,the,73.334,73.435,0.9882
24,sound.,73.475,73.758,1.0
25,Morning,74.141,74.422,0.9999
25,comes,74.482,74.663,1.0
25,bright,74.763,75.005,0.9418
25,and,75.105,75.185,1.0
25,cold,75.226,75.527,1.0
25,and,75.969,76.049,0.9999
25,you,76.089,76.19,0.9613
25,run,76.27,76.411,0.9995
25,out,76.471,76.571,0.9999
25,into,76.612,76.732,0.9979
25,the,76.772,76.853,0.9927
25,frost,76.873,77.174,0.9997
25,like,77.254,77.375,0.9999
25,nothing,77.435,77.676,0.9189
25,happened.,77.716,78.098,0.9503
26,You,79.842,87.896,0.1015
26,start,87.936,88.157,0.8893
26,watching,88.197,88.497,0.9324
26,the,88.537,88.617,0.9987
26,older,88.758,88.938,1.0
26,hunters,88.998,89.319,0.9999
26,differently.,89.379,89.819,0.9968
27,You,90.501,90.602,0.9992
27,notice,90.682,90.903,0.9991
27,where,90.943,91.043,0.9999
27,their,91.063,91.183,0.8519
27,eyes,91.304,91.484,1.0
27,go,91.545,91.685,1.0
27,when,91.765,91.846,0.9998
27,the,91.886,91.966,0.9426
27,sun,92.026,92.187,0.9994
27,drops.,92.247,92.548,0.9999
28,You,93.571,93.671,0.9853
28,notice,93.751,94.012,0.9867
28,how,94.032,94.132,0.987
28,they,94.172,94.292,0.997
28,arrange,94.333,94.673,0.9754
28,themselves,94.733,95.154,0.9913
28,around,95.234,95.475,0.9998
28,the,95.515,95.595,0.9936
28,fire,95.635,95.996,0.9641
28,before,96.237,96.637,0.9984
28,full,96.758,96.978,0.9999
28,dark.,97.078,97.359,1.0
29,Nobody,98.344,98.667,0.9461
29,told,98.728,98.91,1.0
29,them,98.95,99.051,1.0
29,to,99.111,99.192,0.9999
29,do,99.253,99.354,1.0
29,it.,99.455,99.556,1.0
30,They,100.546,100.688,0.9942
30,just,100.769,100.951,0.9999
30,do.,101.072,101.234,1.0
31,The,102.081,102.161,0.9996
31,band,102.201,102.442,0.9196
31,has,102.502,102.622,0.9999
31,a,102.683,102.703,0.9912
31,shape,102.743,103.023,0.994
31,at,103.064,103.144,1.0
31,night,103.204,103.384,0.9972
31,it,103.485,103.545,0.9996
31,does,103.585,103.705,0.9991
31,not,103.805,103.986,0.999
31,have,104.066,104.367,0.9854
31,during,104.427,104.648,0.9433
31,the,104.688,104.768,0.9513
31,day.,104.808,104.989,1.0
32,Certain,106.094,106.376,0.9159
32,men,106.436,106.617,1.0
32,always,107.08,107.382,0.9999
32,face,107.463,107.704,1.0
32,outward.,107.845,108.147,0.9999
33,Certain,108.912,109.174,0.9585
33,men,109.214,109.355,0.9856
33,sleep,109.476,109.717,1.0
33,closest,109.797,110.26,1.0
33,to,110.401,110.481,0.9999
33,the,110.522,110.602,0.9999
33,fire’s,110.642,110.984,0.9942
33,edge.,111.125,111.347,1.0
34,The,112.432,112.512,0.9989
34,arrangement,112.572,113.034,1.0
34,is,113.155,113.215,0.9999
34,not,113.355,113.556,0.9999
34,accidental.,113.697,114.259,0.9808
35,It,115.061,115.101,0.9999
35,is,115.141,115.201,0.9994
35,as,115.261,115.342,0.9999
35,deliberate,115.402,115.923,1.0
35,as,116.003,116.063,0.9999
35,any,116.223,116.384,1.0
35,trap,116.464,116.785,0.9995
35,your,116.845,116.945,0.8456
35,father,117.025,117.326,0.9622
35,sets,117.406,117.667,0.9792
35,in,117.787,117.847,0.8408
35,the,117.887,117.967,0.9998
35,river,118.007,118.208,0.9436
35,shallows.,118.268,118.669,0.9997
36,You,119.691,119.772,1.0
36,are,119.832,119.932,1.0
36,not,119.992,120.153,0.9999
36,old,120.293,120.393,1.0
36,enough,120.454,120.654,0.9755
36,to,120.714,120.795,1.0
36,hold,120.835,121.015,1.0
36,a,121.095,121.116,0.9986
36,position,121.156,121.537,1.0
36,in,121.577,121.617,0.9999
36,that,121.657,121.838,0.9012
36,shape.,121.878,122.179,0.9986
37,But,123.181,123.281,0.9999
37,you,123.322,123.422,0.9442
37,are,123.602,123.722,0.9932
37,old,123.823,123.923,1.0
37,enough,123.983,124.203,0.9979
37,to,124.244,124.324,0.9999
37,start,124.364,124.564,1.0
37,learning,124.624,124.885,0.9257
37,what,124.925,125.025,0.9939
37,it,125.085,125.146,0.9988
37,means.,125.206,125.566,0.9151
38,You,128.133,129.697,0.968
38,are,129.857,129.957,1.0
38,eleven.,129.997,130.338,0.9987
39,On,131.584,131.645,0.9999
39,nights,131.765,132.047,0.9708
39,when,132.067,132.168,0.9997
39,the,132.208,132.289,0.9983
39,band,132.329,132.591,1.0
39,moves,132.691,132.913,0.9999
39,between,132.993,133.275,0.9999
39,camps,133.376,133.738,0.9998
40,your,134.262,134.443,1.0
40,job,134.564,134.806,1.0
40,is,134.887,134.927,1.0
40,to,134.988,135.068,0.9999
40,carry,135.109,135.411,1.0
40,one,135.532,135.613,1.0
40,of,135.653,135.693,0.9999
40,the,135.734,135.814,0.9999
40,torches.,135.855,136.278,0.9891
41,Birch,136.821,137.082,0.5318
41,bark,137.162,137.423,0.9987
41,and,137.543,137.623,0.9998
41,fat-soaked,137.703,138.145,0.0012
41,moss,138.165,138.265,0.0
42,bound,138.265,138.366,0.0003
42,with,138.386,138.688,0.0016
42,sinew,138.749,138.91,0.0016
43,held,140.357,140.538,1.0
43,in,140.599,140.659,0.9994
43,both,140.719,140.92,0.9753
43,hands,140.961,141.262,0.9997
43,out,141.443,141.544,0.9144
43,in,141.624,141.664,0.9996
43,front,141.724,141.885,1.0
43,of,141.925,141.966,0.9998
43,your,142.006,142.106,0.9999
43,body.,142.147,142.408,1.0
44,The,143.231,143.311,0.9972
44,flame,143.372,143.733,1.0
44,bends,143.813,144.094,0.9993
44,in,144.134,144.194,0.9908
44,the,144.234,144.314,0.9821
44,wind,144.354,144.595,1.0
44,and,144.735,144.816,0.9879
44,you,144.836,144.916,0.98
44,curve,144.996,145.297,0.9746
44,yourself,145.317,145.658,0.9972
44,around,145.738,146.019,0.9996
44,it,146.099,146.159,0.9998
45,using,146.702,146.904,1.0
45,your,146.944,147.065,0.9979
45,chest,147.125,147.407,0.9992
45,against,147.569,147.81,0.9201
45,the,147.851,147.911,0.9999
45,cold,147.951,148.173,1.0
45,air.,148.294,148.395,0.9999
46,The,149.783,149.864,0.986
46,hunters,149.924,150.306,0.9177
46,move,150.386,150.527,1.0
46,ahead.,150.587,150.868,1.0
47,You,151.452,151.532,0.9941
47,stay,151.592,151.794,0.9124
47,in,151.834,151.894,0.9666
47,the,151.914,151.995,0.9989
47,center,152.075,152.317,0.9361
47,column,152.397,152.719,0.9377
47,with,152.759,152.86,0.957
47,the,152.88,152.96,0.9938
47,women,153.021,153.262,0.9996
47,and,153.403,153.483,0.9997
47,older,153.584,153.785,1.0
47,children.,153.866,154.228,0.9999
48,Behind,154.991,155.352,1.0
48,"you,",155.432,155.553,1.0
48,two,156.094,156.254,1.0
48,of,156.335,156.395,0.9999
48,the,156.435,156.495,0.9992
48,most,156.555,156.696,0.9661
48,experienced,156.776,157.377,1.0
48,men,157.458,157.618,1.0
48,walk,157.799,158.019,0.9999
48,the,158.099,158.18,1.0
48,rear,158.26,158.44,1.0
48,with,158.741,158.902,0.9184
48,thrusting,158.982,159.443,0.957
48,spears,159.503,159.924,0.9896
48,angled,160.165,160.426,0.9989
48,outward,160.546,160.847,1.0
48,into,161.007,161.168,0.9902
48,the,161.208,161.288,0.9236
48,dark.,161.328,161.569,0.9998
49,They,162.452,162.572,0.9999
49,do,162.612,162.693,1.0
49,not,162.773,162.954,0.9999
49,speak,163.034,163.255,1.0
49,on,163.356,163.396,1.0
49,night,163.476,163.657,0.8859
49,marches.,163.697,164.079,0.9936
50,Their,164.661,164.802,0.9994
50,silence,164.923,165.305,0.9998
50,is,165.326,165.386,0.9995
50,a,165.446,165.466,0.999
50,tool,165.527,165.788,0.9999
51,same,166.251,166.493,1.0
51,as,166.533,166.593,0.9769
51,the,166.654,166.734,1.0
51,spear.,166.774,167.016,1.0
52,You,168.301,168.402,1.0
52,drop,168.462,168.662,0.9998
52,the,168.743,168.803,0.9998
52,torch,168.843,169.144,0.9984
52,on,169.244,169.284,0.9999
52,the,169.324,169.404,0.9915
52,third,169.484,169.705,0.9966
52,night,169.785,169.946,0.9748
52,of,169.986,170.026,0.9999
52,your,170.066,170.186,0.8727
52,second,170.226,170.487,0.9529
52,season,170.527,170.788,0.999
52,carrying,170.848,171.269,0.9987
52,it.,171.309,171.389,0.9999
53,You,172.171,172.271,1.0
53,catch,172.311,172.552,0.9995
53,a,172.612,172.632,0.9993
53,root,172.712,172.893,0.9934
53,you,172.973,173.073,0.9899
53,did,173.113,173.234,0.9999
53,not,173.314,173.454,0.9999
53,see,173.534,173.735,0.9999
53,and,174.256,174.316,0.9998
53,the,174.356,174.417,0.9978
53,flame,174.457,174.777,0.9872
53,hits,174.818,174.978,0.9929
53,the,175.018,175.078,0.9996
53,ground,175.118,175.399,0.9862
53,and,175.559,175.64,0.9998
53,sputters,175.72,176.121,0.9998
53,and,176.341,176.401,0.9999
53,for,176.462,176.562,0.9994
53,three,176.662,176.923,0.998
53,full,177.043,177.243,0.9999
53,heartbeats,177.304,177.805,0.9525
53,the,177.865,177.945,0.9999
53,column,177.985,178.346,0.9965
53,loses,178.386,178.667,0.9972
53,half,178.727,178.948,0.9539
53,its,179.028,179.108,0.9999
53,light.,179.188,179.429,0.9982
54,Nobody,180.416,180.678,1.0
54,shouts.,180.739,181.103,0.9919
55,But,182.252,182.373,1.0
55,"Daret,",182.453,182.835,0.1021
55,the,183.156,183.237,0.9988
55,rear,183.317,183.457,1.0
55,guard,183.538,183.819,0.9641
56,moves,184.221,184.482,0.9997
56,up,184.543,184.623,0.9994
56,beside,184.684,185.025,1.0
56,you,185.066,185.166,1.0
56,and,185.226,185.307,0.9999
56,puts,185.347,185.528,0.9789
56,his,185.568,185.669,0.9986
56,hand,185.729,185.991,1.0
56,flat,186.091,186.413,1.0
56,on,186.493,186.554,0.9999
56,your,186.594,186.714,0.9903
56,shoulder.,186.755,187.097,0.9998
57,Not,188.445,188.606,1.0
57,hard.,188.666,188.928,1.0
58,Not,189.572,189.713,1.0
58,gentle.,189.794,190.157,1.0
59,Just,190.922,191.104,1.0
59,there.,191.164,191.386,1.0
60,He,192.733,192.813,0.9993
60,holds,192.893,193.175,0.9915
60,it,193.255,193.315,0.9995
60,until,193.436,193.656,0.9086
60,you,193.697,193.777,0.9619
60,have,193.837,194.018,0.9993
60,the,194.078,194.159,0.9997
60,torch,194.199,194.48,0.9999
60,burning,194.58,194.861,0.9999
60,again,194.922,195.183,0.9994
60,from,195.263,195.383,0.9991
60,the,195.424,195.504,0.9717
60,second,195.564,195.825,0.9988
60,carrier’s,195.885,196.307,0.9363
60,coals.,196.347,196.729,0.991
61,Then,197.231,197.411,0.9965
61,he,197.532,197.612,0.9998
61,walks,197.672,197.913,0.9999
61,back,197.953,198.114,0.9999
61,to,198.154,198.234,0.9998
61,his,198.274,198.374,0.9982
61,post,198.435,198.655,1.0
61,without,198.715,198.976,0.9891
61,a,199.036,199.056,0.9999
61,word.,199.117,199.398,0.8801
62,The,200.843,200.924,0.9427
62,lesson,201.004,201.265,1.0
62,in,201.325,201.386,0.9999
62,that,201.426,201.647,0.9696
62,touch,201.707,202.049,0.9237
63,your,202.512,202.633,0.9993
63,mistake,202.693,203.097,1.0
63,put,203.177,203.319,1.0
63,people,203.359,203.621,0.9753
63,in,203.682,203.722,0.9999
63,danger.,203.803,204.166,0.9917
64,You,205.094,205.215,0.9978
64,are,205.276,205.357,1.0
64,not,205.397,205.518,0.9999
64,punished,205.599,206.002,0.9961
64,for,206.063,206.204,1.0
64,it.,206.285,206.366,1.0
65,You,207.293,207.374,0.9849
65,are,207.434,207.515,0.9528
65,expected,207.555,208.038,0.9326
65,to,208.099,208.159,0.9999
65,understand,208.22,208.602,0.9905
65,that,208.643,208.743,0.9999
65,on,208.784,208.844,0.9999
65,your,208.884,209.005,0.9903
65,own.,209.146,209.247,1.0
66,You,210.012,210.092,1.0
66,do,210.132,210.193,1.0
66,not,210.273,210.393,0.9999
66,drop,210.454,210.635,0.9999
66,a,210.695,210.715,0.9975
66,torch,210.775,211.077,0.9987
66,again.,211.117,211.358,0.9999
67,Those,212.141,212.341,0.9989
67,long,212.422,212.722,0.9999
67,column,212.822,213.263,0.9729
67,walks,213.283,213.624,0.9952
67,teach,213.684,213.905,0.9972
67,you,213.945,214.025,0.9999
67,how,214.085,214.185,0.9999
67,to,214.246,214.326,0.9999
67,read,214.426,214.626,1.0
67,the,214.707,214.787,0.9986
67,night,214.847,215.027,0.9939
67,by,215.087,215.188,0.9999
67,its,215.268,215.388,0.9925
67,sounds.,215.448,215.849,0.998
68,An,216.574,216.635,0.9997
68,owl,216.877,217.06,0.9702
68,is,217.14,217.201,1.0
68,neutral.,217.302,217.707,0.9999
69,Every,218.252,218.454,0.9999
69,animal,218.554,218.796,1.0
69,going,218.897,219.098,1.0
69,silent,219.179,219.441,1.0
69,at,219.481,219.542,0.9999
69,once,219.642,219.783,1.0
69,is,219.844,219.884,1.0
69,not.,219.985,220.247,0.9999
70,Wind,221.092,221.272,0.6768
70,through,221.292,221.493,0.9642
70,pine,221.513,221.794,0.9936
70,moves,221.854,222.115,0.9961
70,without,222.156,222.396,0.9991
70,any,222.457,222.577,1.0
70,pattern.,222.637,223.039,1.0
71,Something,223.742,224.043,0.9979
71,large,224.123,224.505,1.0
71,moving,224.585,224.826,0.9967
71,through,224.846,225.027,0.9991
71,pine,225.087,225.469,0.9996
71,has,225.549,225.69,0.9997
71,a,225.75,225.79,0.9797
71,rhythm,225.85,226.091,0.9993
71,even,226.332,226.493,0.9994
71,when,226.533,226.654,0.9998
71,it,226.694,226.754,0.8046
71,is,226.794,226.834,0.9946
71,trying,226.895,227.136,0.991
71,to,227.176,227.236,0.9997
71,suppress,227.296,227.638,0.9523
71,one.,227.798,227.879,1.0
72,You,228.561,228.661,1.0
72,learn,228.782,228.962,0.9827
72,to,229.042,229.123,0.9999
72,feel,229.183,229.363,1.0
72,the,229.423,229.504,0.9999
72,column,229.544,229.865,0.9668
72,change,229.925,230.246,0.9228
72,before,230.286,230.567,0.9965
72,you,230.607,230.687,0.9973
72,see,230.767,230.907,1.0
72,it,230.968,231.028,0.9992
72,change.,231.068,231.389,1.0
73,When,232.174,232.295,0.9123
73,the,232.336,232.416,0.9999
73,lead,232.477,232.639,0.9996
73,hunter,232.699,232.982,0.9577
73,slows,233.043,233.447,0.9904
74,every,233.952,234.173,0.9999
74,person,234.253,234.575,1.0
74,slows.,234.656,235.018,1.0
75,No,235.643,235.724,0.9999
75,signal.,235.845,236.208,1.0
76,No,236.591,236.672,1.0
76,sound.,236.773,237.055,1.0
77,The,238.381,238.482,0.9981
77,shift,238.522,238.802,1.0
77,moves,238.882,239.083,0.9998
77,back,239.163,239.384,1.0
77,through,239.444,239.644,0.9856
77,the,239.684,239.744,0.9302
77,group,239.784,240.005,0.9993
77,the,240.185,240.265,0.9956
77,way,240.326,240.466,1.0
77,cold,240.606,240.947,0.994
77,moves,241.067,241.328,0.9995
77,through,241.368,241.568,0.9309
77,water.,241.608,241.889,1.0
78,You,242.914,242.994,1.0
78,sleep,243.075,243.296,1.0
78,lightly,243.377,243.679,0.9962
78,now,243.759,243.961,1.0
78,even,244.182,244.344,0.9999
78,at,244.384,244.464,0.9903
78,camp.,244.525,244.827,0.9999
79,You,245.793,245.873,0.9908
79,did,245.913,246.014,0.9999
79,not,246.094,246.215,0.9997
79,decide,246.275,246.637,1.0
79,to.,246.697,246.838,1.0
80,Your,247.661,247.781,0.9994
80,body,247.842,248.082,1.0
80,made,248.163,248.323,0.9933
80,that,248.363,248.524,0.9997
80,choice,248.584,248.945,1.0
80,without,249.085,249.366,0.9983
80,asking.,249.546,249.887,0.9999
81,You,253.975,254.096,0.9998
81,are,254.156,254.236,1.0
81,sixteen,254.356,254.877,1.0
81,and,255.037,255.097,1.0
81,you,255.137,255.237,0.9772
81,carry,255.298,255.658,1.0
81,your,255.718,255.838,0.9613
81,own,255.919,255.999,1.0
81,spear.,256.099,256.359,1.0
82,Not,257.163,257.283,0.9998
82,the,257.344,257.424,0.9785
82,heavy,257.485,257.686,0.9996
82,thrusting,257.746,258.169,0.9999
82,spear,258.229,258.451,0.9562
82,of,258.531,258.572,0.9984
82,the,258.612,258.692,0.968
82,senior,258.753,259.014,0.9859
82,hunters.,259.095,259.477,0.9568
83,A,260.262,260.283,1.0
83,throwing,260.383,260.846,0.9995
83,spear,260.907,261.168,0.9743
84,its,261.651,261.771,0.9992
84,flint,261.871,262.132,0.9998
84,point,262.212,262.453,0.9261
84,knapped,262.593,262.894,0.973
84,by,262.954,263.074,0.9999
84,hand,263.175,263.456,1.0
84,and,263.857,263.937,0.9995
84,bound,264.017,264.298,0.9996
84,to,264.358,264.418,0.9953
84,the,264.458,264.539,0.9014
84,shaft,264.559,264.92,0.9993
84,with,264.96,265.08,0.9558
84,pine,265.16,265.481,1.0
84,pitch,265.561,265.802,0.9996
84,and,265.882,265.962,0.9997
84,wet,266.003,266.143,0.9999
84,sinew,266.243,266.564,0.1641
84,that,266.925,267.045,0.9998
84,dried,267.146,267.487,0.9827
84,hard,267.587,267.848,0.9999
84,as,267.908,267.968,0.9999
84,rock.,268.068,268.329,0.9995
85,They,268.993,269.093,0.9549
85,start,269.134,269.315,0.9934
85,sending,269.376,269.678,0.9883
85,you,269.719,269.819,1.0
85,on,269.9,269.961,0.9999
85,forward,270.041,270.404,0.9849
85,runs.,270.465,270.747,1.0
86,Never,271.493,271.694,0.9606
