# FA FIDELITY REFERENCE — NOT a production behavioral target.
# Source: measure-forced-alignment-hf.py (transformers Wav2Vec2ForCTC, jonatasgrosman/wav2vec2-large-xlsr-53-spanish), run with pad-sec=3.0 and neighbour-midpoint windowing (align_segment's floor_bound/ceil_bound clamp) — this is MEASUREMENT convention, chosen to keep one segment's alignment window from bleeding into a neighbour's real speech during this measurement pass.
# R.4 (sync-pipeline-v2-plan.md) specifies PAD_BASE 0.75s for production. The audit that led to R.4 traced the midpoint-clamp windowing strategy used here to five documented failures on gapless corpora (docs/history.md) — this baseline's windowing is NOT what production should do.
# Therefore: this is a FIDELITY reference for the Rust jonatasgrosman/ONNX/Viterbi port to reproduce this model's own achievable output on this input, NOT a behavioral target for what Apply Sync should commit. Do not wire this baseline's numbers into a production-timing comparison.
# R-Q REGENERATION (docs/work-in-progress.md, this session): this fixture previously used torchaudio's MMS_FA bundle (CC-BY-NC-4.0, barred from shipping by Decision 3). It has been regenerated here against jonatasgrosman/wav2vec2-large-xlsr-53-spanish (Apache-2.0) — the actual model family production ships — resolving R-Q's stated obligation. The prior MMS-FA capture's own numbers are superseded; retrieve them from git history if a historical comparison is ever needed.
# This baseline captures the FIRST run of this HF-harness/jonatasgrosman pairing against these three projects' committed segments — there is nothing to diff it against yet; this run establishes the reference.
# Production ships jonatasgrosman/wav2vec2-large-xlsr-53-{en,es,fr,de,pt}, with per-language CTC vocabs of 33 (en) / 41 (es) / 59 (fr) / 38 (de) / 46 (pt) symbols.
# This fixture IS now a valid reference for text normalization and vocab coverage too (unlike its MMS-FA predecessor), since it uses the real shipping model's own alphabet — though it still measures via transformers/torchaudio's forced_align, not this repo's own Rust Viterbi port; the Rust port's own fidelity is independently verified by fa-onnx-emission-*.json/fa-e2e-alignment-*.json (zero-tolerance parity, Slices D2/D4), which this fixture does not replace or duplicate.
seg,text,startSec,endSec,score
6,mismo,18.943,19.165,1.0
6,tiempo.,19.225,19.548,1.0
7,Cada,20.152,20.333,1.0
7,cabeza,20.393,20.756,1.0
7,atrapa,20.917,21.259,1.0
7,a,21.4,21.42,0.9998
7,un,21.5,21.561,1.0
7,marinero,21.621,22.004,1.0
7,de,22.044,22.084,0.9998
7,la,22.124,22.165,0.9995
7,cubierta.,22.245,22.708,1.0
8,Seis,23.331,23.551,0.9763
8,cabezas,23.591,23.952,1.0
8,significan,23.992,24.493,0.9679
8,seis,24.614,24.834,0.9922
8,marineros,24.914,25.375,0.9879
8,que,25.656,25.736,0.8558
8,desaparecen,25.776,26.357,0.9561
8,en,26.458,26.518,0.9991
8,un,26.578,26.638,0.947
8,solo,26.678,26.838,0.8541
8,ataque.,26.899,27.199,0.9947
9,El,28.002,28.082,0.9998
9,detalle,28.102,28.424,0.8952
9,importante,28.464,29.026,1.0
9,es,29.267,29.348,0.9999
9,que,29.408,29.488,0.8752
9,Scylla,29.549,29.87,0.0241
9,no,30.131,30.191,1.0
9,persigue,30.292,30.673,0.9979
9,a,30.714,30.734,0.9881
9,los,30.754,30.854,0.999
9,barcos,30.915,31.236,0.9999
9,en,31.336,31.397,0.9999
9,mar,31.457,31.557,1.0
9,abierto.,31.597,32.019,0.9791
10,Se,32.381,32.481,0.9214
10,mantiene,32.542,32.883,1.0
10,cerca,32.964,33.205,1.0
10,del,33.245,33.346,0.9138
10,acantilado.,33.406,33.969,1.0
11,Eso,34.49,34.631,0.9999
11,significa,34.691,35.151,0.9028
11,que,35.211,35.291,0.9983
11,la,35.332,35.372,0.9998
11,estrategia,35.412,35.892,0.9956
11,más,35.952,36.073,0.9999
11,segura,36.113,36.453,1.0
11,no,36.733,36.814,1.0
11,es,36.934,37.014,1.0
11,luchar,37.074,37.334,0.9847
11,contra,37.394,37.615,1.0
11,ella.,37.715,37.855,0.9999
12,Es,38.055,38.195,0.0225
12,seguir,38.416,38.656,0.9305
12,moviéndose,38.696,39.237,0.9978
12,antes,39.437,39.698,0.9849
12,de,39.738,39.778,0.9998
12,que,39.838,39.898,0.9999
12,pueda,39.978,40.218,0.9999
12,atacar,40.358,40.679,0.9657
12,de,40.739,40.799,0.9998
12,nuevo.,40.859,41.12,0.9999
13,Odiseo,41.782,42.204,0.9853
13,es,42.245,42.305,0.9258
13,advertido,42.365,42.788,0.9993
13,sobre,42.868,43.049,0.9104
13,esto,43.11,43.291,0.9993
13,antes,43.472,43.693,0.9521
13,de,43.733,43.794,0.9868
13,llegar,43.834,44.055,0.9999
13,al,44.115,44.176,0.9981
13,paso.,44.236,44.518,0.0541
14,Aún,45.322,45.523,0.1662
14,"así,",45.563,45.764,0.9842
14,prepara,46.005,46.327,1.0
14,sus,46.387,46.507,0.9998
14,"armas,",46.608,46.869,0.9861
15,pero,47.212,47.354,1.0
15,resultan,47.435,47.84,0.9987
15,inútiles.,47.921,48.407,0.9999
16,Scylla,48.911,49.171,0.0132
16,se,49.271,49.332,0.9995
16,lleva,49.392,49.592,1.0
16,a,49.692,49.712,0.9997
16,seis,49.813,49.993,1.0
16,de,50.033,50.093,0.9918
16,sus,50.133,50.234,0.999
16,hombres,50.274,50.614,0.9717
16,mientras,50.915,51.216,0.9248
16,el,51.276,51.336,0.9998
16,barco,51.396,51.657,1.0
16,continúa,51.757,52.238,0.9944
16,su,52.298,52.378,0.9999
16,marcha.,52.439,52.779,0.9994
17,Detenerse,53.381,53.863,0.9665
17,solo,53.963,54.124,0.8391
17,le,54.184,54.244,0.9997
17,daría,54.284,54.525,0.9992
17,otra,54.666,54.867,0.9562
17,oportunidad.,54.927,55.529,1.0
18,Scylla,56.172,56.434,0.0101
18,también,56.495,56.777,0.9999
18,comparte,56.857,57.3,1.0
18,el,57.361,57.421,0.9996
18,paso,57.502,57.764,0.9999
18,con,57.844,57.945,0.9999
18,"Caribdis,",57.985,58.468,0.972
19,un,58.952,59.033,0.9999
19,remolino,59.093,59.476,0.9995
19,gigante,59.517,59.96,0.9989
19,en,60.081,60.142,0.9998
19,el,60.182,60.242,0.9978
19,lado,60.303,60.484,0.9999
19,"opuesto,",60.545,60.988,0.9365
20,por,61.35,61.471,0.9961
20,lo,61.511,61.571,0.9999
20,que,61.611,61.691,0.8793
20,la,61.731,61.792,0.8733
20,tripulación,61.852,62.473,1.0
20,no,62.654,62.714,1.0
20,puede,62.794,62.995,0.9999
20,simplemente,63.075,63.616,0.9826
20,alejarse,63.817,64.298,0.9998
20,más.,64.378,64.559,0.9917
21,Navegar,65.622,65.983,0.9998
21,cerca,66.103,66.364,0.957
21,de,66.404,66.464,0.9997
21,Scylla,66.544,66.845,0.0037
21,cuesta,66.966,67.267,0.9964
21,seis,67.367,67.548,0.9999
21,marineros.,67.588,68.109,1.0
22,Navegar,68.591,68.912,0.9998
22,cerca,69.012,69.253,1.0
22,de,69.293,69.353,0.8698
22,Caribdis,69.413,69.894,0.9986
22,puede,70.135,70.336,0.9999
22,destruir,70.396,70.837,0.9999
22,el,70.977,71.037,0.9997
22,barco,71.098,71.338,1.0
22,entero.,71.378,71.699,1.0
23,A,72.22,72.241,0.9997
23,Odiseo,72.301,72.701,0.7466
23,se,72.761,72.822,0.9999
23,le,72.862,72.922,0.9252
23,dice,72.982,73.202,0.998
23,que,73.262,73.343,0.9996
23,elija,73.403,73.703,0.9995
23,a,73.783,73.803,0.9996
23,Scylla,73.863,74.184,0.0235
23,porque,74.284,74.505,0.9972
23,perder,74.565,74.845,0.9204
23,a,74.885,74.925,0.9779
23,seis,74.986,75.166,0.9997
23,personas,75.226,75.707,0.9998
23,es,75.947,76.007,1.0
23,mejor,76.068,76.328,0.9325
23,que,76.368,76.448,0.986
23,perderlo,76.508,76.889,0.9999
23,todo.,76.969,77.19,1.0
24,Tradiciones,77.611,78.132,1.0
24,posteriores,78.212,78.754,0.9906
24,situaron,78.874,79.276,0.9996
24,el,79.336,79.376,0.9996
24,paso,79.476,79.757,0.9996
24,en,79.898,79.958,0.9995
24,el,80.018,80.058,0.9971
24,estrecho,80.118,80.499,0.9996
24,de,80.52,80.58,0.9093
24,"Mesina,",80.64,81.041,0.4566
24,entre,81.543,81.783,0.8923
24,Sicilia,81.864,82.345,0.9999
24,e,82.506,82.526,0.9993
24,Italia,82.626,82.987,1.0
24,peninsular.,83.087,83.609,0.9836
25,La,84.391,84.431,0.9999
25,frase,84.511,84.832,1.0
25,«entre,84.992,85.192,0.9992
25,Scylla,85.252,85.513,0.006
25,y,85.613,85.633,0.9983
25,Caribdis»,85.693,86.174,0.9961
25,se,86.615,86.675,1.0
25,convirtió,86.755,87.135,0.9999
25,en,87.256,87.316,0.9998
25,una,87.356,87.456,0.9918
25,forma,87.536,87.757,1.0
25,de,87.817,87.857,0.9998
25,describir,87.917,88.378,0.9502
25,el,88.558,88.618,0.9976
25,estar,88.658,88.858,0.9998
25,atrapado,88.919,89.399,1.0
25,entre,89.58,89.8,0.9999
25,dos,89.88,90.061,1.0
25,opciones,90.161,90.541,0.9997
25,peligrosas.,90.621,91.202,0.9998
