order,tag,text,startTime,duration,endTime,anchorSource,tokenHash
94,count_void,Progress measured in confirmed eliminations stops being meaningful.,369.29,4.25,373.54,whisper,e31675246b139cec
95,architectural_pivot,"The structure itself continuously reconfigures around the intrusion, sealing corridors, shifting gravity orientations, cycling through",373.54,8.36,381.9,whisper,af08aea9c116d4de
96,ancient_guardian_mechanism,"defensive responses the way a biological organism cycles through immune responses, automatic, tireless, and scaling up.",381.9,7.44,389.34,whisper,3aa92adf9db8f056
97,reveal_secret_chamber,The Astral Knights found this out aboard the World Engine.,389.34,3.84,393.18,whisper,1fc470b33554db23
98,tactical_bypass,The only thing that worked was abandoning the model of fighting through an enemy position entirely,393.18,5.84,399.02,whisper,0bde6e367850ff47
99,explosive_focus,and treating the structure as a demolition target instead.,399.02,4.12,403.14,whisper,26a278e778a196e6
100,vicious_wilds,The environment didn’t stop being hostile after that decision.,403.14,3.62,406.76,whisper,d0516f78ea7cbe02
101,heavy_effort,It just became a problem with a physical solution rather than a tactical one.,406.76,4.8,411.56,whisper,cfd88e78a6a0a4f5
102,void_guardian_watch,"Number Two, Cadian Space.",411.56,0.885,412.445,whisper,2575e3d4bffdfd23
103,void_boundary,Cadia sits at the edge of a permanent spatial rupture where the laws,412.445,4.705,417.15,whisper,737f38e60cf1a1fc
104,logic_clash,governing material reality are contested in ways standard military planning doesn’t account for.,417.15,7.04,424.19,whisper,fa5784fbf8b0409f
105,void_vessel_steering,Navigation through the outer reaches of the Eye of Terror,424.19,3.09,427.28,whisper,3a7a25043c05887d
106,gadget_decay,requires specialized instruments that themselves degrade the deeper in you go.,427.28,5.18,432.46,whisper,7ccd7eb156f67f7f
107,temporal_flux,Helmsmen on those routes age at accelerated rates.,432.46,3.84,436.3,whisper,a328582d4d0e938a
108,unstable_path,Ships that enter the inner Eye on standard transit projections sometimes emerge centuries off course.,436.3,7.27,443.57,whisper,f18d5bfc95acc5bf
109,shirking_foundation,"For ground forces during active incursions, the problem is reality as an unreliable physical substrate.",443.57,9.03,452.6,whisper,4d01c89279c9f7c8
110,onslaught_epoch,"During the 13th Black Crusade,",452.6,2.15,454.75,whisper,6a90854fe64b6c8a
111,malignant_swirl_weather,corruption radiating from Abaddon’s fleet destabilized atmospheric conditions across entire operating zones.,454.75,7.62,462.37,whisper,5e73915e406f720e
112,gear_halted,Equipment failed with no physical damage to explain it.,462.37,3.32,465.69,whisper,223d8853142a9995
113,alien_topography,"Soldiers who spent extended time in contaminated sectors reported geography that didn’t match survey maps,",465.69,6.6,472.29,whisper,c7f20b4dacf39c03
114,mystery_signal_lag,"vox-traffic on dead frequencies, and an inability to track time between events.",472.29,5.24,477.53,whisper,f5ece597f2070f24
115,varied_battalions,These were documented across multiple units.,477.53,3.08,480.61,whisper,c23a81fd19ea67b6
116,resolute_stand,They weren’t morale failures.,480.61,1.72,482.33,whisper,fe2fd34e66896cc7
117,unprotected_exposure,They were the operational signature of the Eye’s effect on personnel without shielding.,482.33,5.47,487.8,whisper,7826e6b0888b6ef5
118,military_origin,Cadian Shock Troops were trained from the start with all of this as a baseline.,487.8,4.57,492.37,whisper,4bf3a4b4c5583d91
119,routine_protocol,They treated it as standard operating parameters rather than emergency conditions.,492.37,5.11,497.48,whisper,1b2db189db614c83
120,extraordinary_divide,That gap between a force that had normalized the impossible,497.48,3.47,500.95,whisper,20f43f18a683d699
121,strike_encounter,and a force meeting it for the first time determined most of the tactical results at the Cadian Gate.,500.95,6.06,507.01,whisper,04a7fcffb9e515fd
122,fallen_regiment_site,The Cadians died there too.,507.01,1.82,508.83,whisper,c91d70d79ce81190
123,policy_check,They just had doctrine that already had a line item for it.,508.83,3.77,512.6,whisper,84009b70683564fa
124,distorted_rift,"Number One, The Warp, Uncontrolled.",512.6,2.9,515.5,whisper,53253328a23f6000
125,purple_nebula,Every interstellar vessel passes through the Warp to reach the next star system.,515.5,5.08,520.58,whisper,e73887e41d89b77c
126,perilous_overpass_doom,Nobody has survived losing control of that crossing.,520.58,3.75,524.33,whisper,436af6ff882e86fa
127,mystic_corridor,The Warp enables faster-than-light travel.,524.33,2.84,527.17,whisper,7d40d39d73b9f04d
128,void_entropy,It also operates under conditions where stable matter has no particular standing.,527.17,5.6,532.77,whisper,ee021df5205d4b7d
129,craft_ward_vanishing,"A ship that loses its Geller field,",532.77,2.35,535.12,whisper,24cd59d28ee213f2
130,stable_shield,"the containment system maintaining a bubble of material-reality coherence around the hull, isn’t a vessel in a dangerous environment anymore.",535.12,8.35,543.47,whisper,e17e212cb3ba4ded
131,unstable_formation,It’s matter trying to hold its shape somewhere,543.47,2.15,545.62,whisper,475f6fa926a17626
132,pattern_chaos,that actively works against the concept of shape.,545.62,3.03,548.65,whisper,e3527ff8f20c69fe
133,strange_fate_occurs,The crew doesn’t die the way crews die when life support fails.,548.65,4.78,553.43,whisper,15567ab443b8c951
134,chaotic_rot_witness,The deterioration comes from outside in and doesn’t follow a sequence anyone has successfully predicted.,553.43,6.91,560.34,whisper,2b064c117aa55912
135,harsh_territory_evaluation,What makes this the worst environment in the setting,560.34,2.64,562.98,whisper,380936c60ad4099c
136,unbound_chaos,is what gets stripped away the moment control fails.,562.98,3.45,566.43,whisper,5c4917ce75a9cf0b
137,erratic_tide,Navigation stops working because Warp currents have no fixed relationship to physical distances.,566.43,6.41,572.84,whisper,549eb3b5078cee31
138,chronal_drift,"Time becomes operationally non-linear: vessels have exited transit weeks before they entered,",572.84,6.87,579.71,whisper,bb552d5ee2d889b7
139,view_trapped_warrior,"as measured by external observers, and some have never exited despite correct departure coordinates.",579.71,6.57,586.28,whisper,363b897417aaa955
140,unstable_spirit_journey,Crew psychological integrity declines in proportion to transit duration and proximity to Warp anomalies.,586.28,7.6,593.88,whisper,93c11baef7f8ebb5
141,broken_link,Communication with anything outside the hull is severed.,593.88,3.95,597.83,whisper,1649c8776acf8987
142,battle_network,"Supply lines, reinforcements, intelligence, extraction, everything a military force depends on",597.83,5.32,603.15,whisper,d8350a65b2bf0c35
143,protection_failure,"for sustained operation, ceases to function the moment the Geller field goes.",603.15,6.09,609.24,whisper,366011f240c7d89f
144,entry_clash,The final boarding of the Vengeful Spirit illustrated,609.24,3.27,612.51,whisper,73b14ee0b6fb33f3
145,unstable_energy_consequence,what even partial Warp exposure does at close range.,612.51,4.42,616.93,whisper,1e19dca1bd5d636b
146,warp_lightning_entry,"A targeted teleport assault,",616.93,2.01,618.94,whisper,f8c7f37ee58c3f8e
147,engine_flash_array,"the most controlled form of Warp-adjacent transit available, was used as a dispersion mechanism.",618.94,5.74,624.68,whisper,91ad4a94f91c5645
148,team_disperse,The loyalist strike force scattered across a corrupted interior.,624.68,4.57,629.25,whisper,38bb9e3a6ca90287
149,void_fission,Pocket instabilities isolated individuals from their units mid-transit.,629.25,5.21,634.46,whisper,99c175f1a8550de2
150,hidden_zone_vacuum,Dorn was displaced into a pocket dimension entirely.,634.46,3.82,638.28,whisper,8819006839660de9
151,hallway_warp,Corridors changed geometry around active engagements.,638.28,3.68,641.96,whisper,c7be0a7a27401e1f
152,corrupted_frame,"That was one ship, partially destabilized by prolonged Warp exposure.",641.96,4.76,646.72,whisper,7861525d47405513
153,maelstrom_dawn,"The open Warp produces those conditions as its starting point, not its worst case.",646.72,5.4,652.12,whisper,b71e1e2ea41a9370
154,lost_legion_void,No military force has operated effectively inside the open Warp without navigation.,652.12,5.64,657.76,whisper,c7d870c9660736d5
155,perilous_void_threshold,The ones that lost control going in didn’t return to write up what happened.,657.76,5.22,662.98,whisper,5c8163def472dfe1
156,nature_hazard,"The environment holds that record not because it kills efficiently,",662.98,4.27,667.25,whisper,5ad2afea603f0748
157,strategic_void,but because it removes the preconditions for any organized response.,667.25,4.47,671.72,whisper,273b4839eb4f3e4b
158,boundary_failed,You cannot establish a perimeter.,671.72,2.26,673.98,whisper,89bfdb573a8c1725
159,failing_defense_line,You cannot hold ground.,673.98,1.62,675.6,whisper,d7d7b3cf609f7519
160,halted_progress,You cannot advance on an objective.,675.6,2.29,677.89,whisper,89b2a5466088261c
161,mental_persistence,"Staying coherent long enough to matter is about the best available outcome,",677.89,3.765,681.655,whisper,68cab93c476bfc5e
162,uncertain_outcome,and that’s not a given.,681.655,1.875,683.53,whisper,45258410df32efa2
163,deadly_climate,Some environments kill soldiers.,683.53,2.19,685.72,whisper,1024ec2622d82ab4
164,strategic_collapse_disarray,These kill the structure of a mission before the first order reaches anyone.,685.72,5.66,691.38,whisper,dcb3999171f8a1f4
165,strategic_metric_view,The officers who sent men into these places had the parameters in front of them,691.38,4.43,695.81,whisper,c07e5f68a374f6db
166,troop_deployment,and sent them anyway.,695.81,1.73,697.54,whisper,cfca09f7be2b8809
167,logic_surplus,The calculation kept producing the same answer: the alternative cost more.,697.54,4.7,702.24,whisper,3b5a9161c0be9316
168,routine_occurrence,Usually it did.,702.24,1.25,703.49,whisper,e76ef341b8abe8e6
169,unyielding_terrain,The hard places stay hard.,703.49,1.76,705.25,whisper,9c9b8bc6c0c904b0
170,perpetual_clash,The wars don’t stop.,705.25,1.3,706.55,whisper,0ff7a35e52c11b86
171,upcoming_assignment,Somebody else gets the briefing next.,706.55,2.46,709.01,whisper,1f1da6367ccefa52
